"","YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
"38952",2015,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Male"
"38955",2016,"AR","Arkansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",129,"Race/Ethnicity","American Indian or Alaska Native"
"38962",2018,"VT","Vermont","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"38965",2016,"FL","Florida","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"38966",2018,"MN","Minnesota","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",109462,"Overall","Overall"
"38971",2018,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",269,"Race/Ethnicity","Hispanic"
"38975",2018,"AZ","Arizona","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",10873,"Race/Ethnicity","American Indian or Alaska Native"
"38977",2015,"AR","Arkansas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"38979",2016,"AK","Alaska","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"38984",2017,"WI","Wisconsin","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",2121,"Overall","Overall"
"38985",2010,"NJ","New Jersey","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",110113,"Gender","Female"
"38986",2016,"KY","Kentucky","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",2302,"Overall","Overall"
"38988",2013,"NJ","New Jersey","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",24265,"Race/Ethnicity","Hispanic"
"38991",2014,"IN","Indiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"38992",2015,"DE","Delaware","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"38994",2014,"OH","Ohio","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Male"
"38996",2015,"MO","Missouri","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Female"
"38997",2016,"NC","North Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",64,"Race/Ethnicity","American Indian or Alaska Native"
"38999",2016,"IN","Indiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"39000",2016,"KS","Kansas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39002",2016,"AL","Alabama","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39006",2014,"FL","Florida","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1953,"Race/Ethnicity","Black, non-Hispanic"
"39007",2016,"WY","Wyoming","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39010",2020,"WI","Wisconsin","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39017",2010,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39019",2010,"VT","Vermont","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39021",2015,"ME","Maine","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39022",2016,"CA","California","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39027",2015,"KS","Kansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39029",2015,"SC","South Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",784,"Race/Ethnicity","Black, non-Hispanic"
"39032",2016,"MD","Maryland","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",2938,"Race/Ethnicity","Asian or Pacific Islander"
"39034",2016,"MN","Minnesota","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",46507,"Gender","Female"
"39036",2010,"AZ","Arizona","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",258,"Race/Ethnicity","American Indian or Alaska Native"
"39039",2014,"NY","New York","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",62342,"Race/Ethnicity","Hispanic"
"39048",2015,"LA","Louisiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39050",2016,"NH","New Hampshire","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39059",2016,"NH","New Hampshire","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39061",2016,"AZ","Arizona","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",116,"Race/Ethnicity","Black, non-Hispanic"
"39068",2014,"DC","District of Columbia","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39070",2014,"OR","Oregon","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",100,"Race/Ethnicity","Hispanic"
"39071",2017,"NV","Nevada","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",8743,"Race/Ethnicity","Black, non-Hispanic"
"39072",2017,"ID","Idaho","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39073",2010,"UT","Utah","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39081",2017,"HI","Hawaii","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39084",2014,"DC","District of Columbia","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",10098,"Gender","Female"
"39085",2010,"SC","South Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",919,"Race/Ethnicity","Black, non-Hispanic"
"39086",2016,"MT","Montana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39088",2018,"MO","Missouri","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39091",2015,"MS","Mississippi","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39095",2016,"KS","Kansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39107",2013,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",114163,"Race/Ethnicity","White, non-Hispanic"
"39109",2015,"WI","Wisconsin","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",62,"Overall","Overall"
"39116",2014,"MT","Montana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39118",2013,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",129806,"Overall","Overall"
"39123",2017,"GU","Guam","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39124",2016,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"39125",2014,"NM","New Mexico","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",16438,"Race/Ethnicity","White, non-Hispanic"
"39127",2018,"LA","Louisiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39129",2016,"MA","Massachusetts","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",154923,"Overall","Overall"
"39131",2017,"MT","Montana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39132",2017,"CA","California","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39134",2014,"ID","Idaho","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39135",2018,"MN","Minnesota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",140,"Race/Ethnicity","Black, non-Hispanic"
"39145",2017,"NJ","New Jersey","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",2516,"Gender","Male"
"39149",2014,"IN","Indiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39154",2016,"AK","Alaska","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39156",2010,"FL","Florida","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",5806,"Overall","Overall"
"39159",2018,"LA","Louisiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39160",2014,"RI","Rhode Island","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",208,"Gender","Male"
"39161",2017,"OR","Oregon","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",22,"Race/Ethnicity","Asian or Pacific Islander"
"39163",2010,"MI","Michigan","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",274066,"Overall","Overall"
"39165",2017,"AZ","Arizona","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",60816,"Gender","Female"
"39173",2017,"AL","Alabama","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"39177",2014,"MT","Montana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39179",2015,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",1278,"Race/Ethnicity","Hispanic"
"39182",2014,"IN","Indiana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39193",2015,"MS","Mississippi","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39195",2014,"KS","Kansas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39196",2018,"ME","Maine","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39198",2016,"AL","Alabama","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Female"
"39199",2017,"NC","North Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39203",2014,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Male"
"39205",2010,"MD","Maryland","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",312,"Race/Ethnicity","American Indian or Alaska Native"
"39208",2015,"SD","South Dakota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39210",2017,"SD","South Dakota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",123,"Race/Ethnicity","American Indian or Alaska Native"
"39216",2017,"SC","South Carolina","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",858,"Gender","Female"
"39217",2017,"MA","Massachusetts","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39218",2015,"HI","Hawaii","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",10450,"Gender","Male"
"39219",2016,"ID","Idaho","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39221",2017,"TN","Tennessee","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39231",2017,"VA","Virginia","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39232",2018,"CO","Colorado","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",1358,"Race/Ethnicity","Asian or Pacific Islander"
"39236",2017,"AZ","Arizona","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1442,"Race/Ethnicity","White, non-Hispanic"
"39237",2018,"AL","Alabama","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39238",2016,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",116,"Overall","Overall"
"39243",2017,"CT","Connecticut","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39244",2013,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39246",2017,"MT","Montana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39251",2013,"OR","Oregon","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",773,"Race/Ethnicity","White, non-Hispanic"
"39253",2014,"AL","Alabama","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39254",2016,"AR","Arkansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",11127,"Race/Ethnicity","Black, non-Hispanic"
"39255",2017,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",621,"Gender","Female"
"39256",2019,"WI","Wisconsin","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",41,"Gender","Female"
"39257",2014,"ID","Idaho","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39259",2010,"IA","Iowa","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",29,"Race/Ethnicity","Black, non-Hispanic"
"39260",2020,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39261",2017,"ME","Maine","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"39265",2015,"HI","Hawaii","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",53,"Race/Ethnicity","American Indian or Alaska Native"
"39272",2016,"NM","New Mexico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39273",2014,"ND","North Dakota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39280",2018,"NE","Nebraska","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39282",2014,"NM","New Mexico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",411,"Gender","Male"
"39285",2015,"AL","Alabama","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39286",2018,"FL","Florida","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",10439,"Overall","Overall"
"39288",2015,"FL","Florida","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1811,"Gender","Female"
"39290",2019,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",63,"Gender","Female"
"39291",2017,"ME","Maine","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39294",2015,"LA","Louisiana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39295",2015,"AK","Alaska","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"39298",2018,"MI","Michigan","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",6738,"Race/Ethnicity","Hispanic"
"39303",2016,"CA","California","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39304",2014,"WA","Washington","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39306",2014,"NH","New Hampshire","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39311",2017,"GU","Guam","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39320",2015,"NV","Nevada","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39331",2013,"US","United States","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39332",2013,"WI","Wisconsin","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39334",2017,"AR","Arkansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39338",2016,"FL","Florida","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",5120,"Race/Ethnicity","Asian or Pacific Islander"
"39339",2015,"LA","Louisiana","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39340",2015,"MO","Missouri","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39344",2016,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",73420,"Gender","Female"
"39345",2018,"WI","Wisconsin","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1617,"Gender","Male"
"39349",2014,"NE","Nebraska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",146,"Gender","Female"
"39357",2014,"AZ","Arizona","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",141826,"Overall","Overall"
"39363",2014,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39368",2015,"NJ","New Jersey","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",31945,"Race/Ethnicity","Black, non-Hispanic"
"39372",2014,"NH","New Hampshire","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39376",2014,"MD","Maryland","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",142578,"Overall","Overall"
"39377",2014,"AK","Alaska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39381",2017,"DC","District of Columbia","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",125,"Gender","Female"
"39383",2015,"AL","Alabama","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39384",2016,"MO","Missouri","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39385",2016,"MS","Mississippi","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",704,"Race/Ethnicity","White, non-Hispanic"
"39386",2014,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",1639,"Race/Ethnicity","Hispanic"
"39387",2016,"TX","Texas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39394",2017,"KS","Kansas","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"39395",2014,"WI","Wisconsin","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39397",2014,"AK","Alaska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39398",2013,"KY","Kentucky","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",11403,"Race/Ethnicity","Black, non-Hispanic"
"39401",2017,"AL","Alabama","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39402",2018,"CO","Colorado","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",978,"Race/Ethnicity","White, non-Hispanic"
"39403",2018,"NV","Nevada","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",73348,"Overall","Overall"
"39408",2018,"OR","Oregon","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",32,"Race/Ethnicity","Asian or Pacific Islander"
"39410",2015,"DC","District of Columbia","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",72,"Race/Ethnicity","Asian or Pacific Islander"
"39414",2017,"ND","North Dakota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39417",2018,"OH","Ohio","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39418",2016,"DC","District of Columbia","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",263,"Gender","Male"
"39419",2016,"NJ","New Jersey","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",27077,"Race/Ethnicity","Hispanic"
"39422",2018,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39424",2017,"NV","Nevada","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",157,"Race/Ethnicity","Hispanic"
"39428",2017,"MN","Minnesota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",105,"Race/Ethnicity","Black, non-Hispanic"
"39429",2013,"WI","Wisconsin","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39432",2015,"MD","Maryland","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",54155,"Gender","Female"
"39433",2014,"MI","Michigan","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",3286,"Race/Ethnicity","Hispanic"
"39434",2016,"WI","Wisconsin","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39438",2017,"NM","New Mexico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",219,"Race/Ethnicity","Hispanic"
"39439",2016,"MO","Missouri","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39446",2018,"NJ","New Jersey","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",383,"Race/Ethnicity","American Indian or Alaska Native"
"39447",2018,"AK","Alaska","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",303,"Race/Ethnicity","Hispanic"
"39449",2017,"CA","California","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Male"
"39453",2010,"IA","Iowa","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",522,"Race/Ethnicity","White, non-Hispanic"
"39460",2016,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39463",2013,"NC","North Carolina","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",72658,"Race/Ethnicity","Black, non-Hispanic"
"39467",2019,"WV","West Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"39470",2015,"KS","Kansas","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39475",2016,"WY","Wyoming","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"39489",2018,"NM","New Mexico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",643,"Overall","Overall"
"39491",2018,"RI","Rhode Island","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",111,"Gender","Female"
"39492",2013,"NY","New York","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",68719,"Race/Ethnicity","Hispanic"
"39494",2015,"MN","Minnesota","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",273,"Gender","Female"
"39495",2010,"AK","Alaska","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39499",2010,"NM","New Mexico","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",134,"Gender","Female"
"39504",2016,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"39505",2013,"VT","Vermont","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",113,"Overall","Overall"
"39508",2010,"NM","New Mexico","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",14149,"Race/Ethnicity","Hispanic"
"39509",2010,"NE","Nebraska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39510",2013,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"39516",2018,"NH","New Hampshire","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Female"
"39518",2018,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39520",2014,"OH","Ohio","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39525",2016,"CO","Colorado","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",51532,"Race/Ethnicity","White, non-Hispanic"
"39526",2016,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Gender","Male"
"39527",2018,"IL","Illinois","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"39528",2017,"CA","California","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39529",2017,"IA","Iowa","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",290,"Race/Ethnicity","American Indian or Alaska Native"
"39530",2018,"NE","Nebraska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39532",2014,"IL","Illinois","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"39539",2015,"TN","Tennessee","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Overall","Overall"
"39544",2015,"MT","Montana","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Male"
"39548",2017,"NC","North Carolina","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",64823,"Overall","Overall"
"39550",2015,"NH","New Hampshire","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39560",2014,"MO","Missouri","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Race/Ethnicity","Hispanic"
"39565",2019,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"39568",2010,"GA","Georgia","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39574",2014,"DE","Delaware","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",NA,"Gender","Female"
"39578",2016,"WA","Washington","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",1520,"Race/Ethnicity","White, non-Hispanic"
"39580",2017,"NY","New York","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Overall","Overall"
"39582",2014,"VT","Vermont","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
