"YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
2015,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","55.5","Gender","Female"
2014,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2016,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Female"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Female"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","52.0","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","61.4","Overall","Overall"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","81.3","Gender","Male"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","White, non-Hispanic"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","53.0","Race/Ethnicity","Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","70.9","Race/Ethnicity","Other, non-Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","43.8","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","65.2","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","20.4","Gender","Male"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","41.2","Overall","Overall"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Female"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","7.2","Race/Ethnicity","White, non-Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","61.7","Gender","Male"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","63.0","Overall","Overall"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","58.5","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","61.4","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","80.1","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Female"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","83.1","Race/Ethnicity","White, non-Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","66.9","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","33.4","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","66.6","Gender","Female"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","30.7","Race/Ethnicity","White, non-Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","10.9","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Male"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Gender","Female"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","8.9","Gender","Male"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","69.5","Race/Ethnicity","Other, non-Hispanic"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","82.0","Gender","Male"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","28.5","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","65.6","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","White, non-Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","61.0","Gender","Male"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","47.2","Race/Ethnicity","Hispanic"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","57.8","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","60.7","Gender","Female"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","74.9","Overall","Overall"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","69.3","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","8.3","Gender","Female"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Female"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","33.0","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","62.7","Overall","Overall"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","66","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Overall","Overall"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Female"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","76.9","Gender","Male"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","54.0","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Diabetes prevalence among women aged 18-44 years","Crude Prevalence","9.6","Race/Ethnicity","Hispanic"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","63.0","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","47.4","Gender","Female"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","47.2","Gender","Male"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","63.8","Gender","Female"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","8.8","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Male"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","69.0","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","41.7","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","12.5","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","83.6","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Overall","Overall"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","49.8","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","73.0","Overall","Overall"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Male"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","37.6","Overall","Overall"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","White, non-Hispanic"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2017,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","66.8","Race/Ethnicity","Hispanic"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","68.8","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","78.9","Overall","Overall"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","53.1","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","61.9","Overall","Overall"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","63.6","Gender","Male"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","82.4","Overall","Overall"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","7.5","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","80.4","Race/Ethnicity","White, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2016,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Gender","Male"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2018,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2019,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Female"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","67.2","Overall","Overall"
2020,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Male"
2018,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2014,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Overall","Overall"
2014,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2019,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","76.8","Gender","Male"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","8.6","Overall","Overall"
2017,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","69.2","Overall","Overall"
2016,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2015,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2020,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2020,"WA","Washington","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2018,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2020,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","7.8","Overall","Overall"
2020,"WA","Washington","Diabetes","Diabetes prevalence among women aged 18-44 years","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
